,full_text,username,Kategori,created_at,tweet_english
741,ahy yakin prabowo pemimpin prioritaskan kepentingan bangsa zxs agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:04:24 +0000 2023,AHY believes Prabowo leaders prioritize the interests of the nation ZXS Agusyudhoyono PDEINTING DEEINKRAT with AHY
742,ubgmglobal4 aggerdast artaisocmed kau bilang kan penguasa pertanyaan nya apa prabowo knp prabowo penguasa mana,soundefire,Capres,Fri Dec 15 04:04:24 +0000 2023,UBGMGLOBAL4 AGGERDAST ARTAISOCMED You said the ruler of the question is Prabowo why Prabowo which ruler
743,uliaaanidiya nusron menegaskan langkah bergabungnya prabowo pemerintahan bukan bentuk pragmatisme hanya mencari keuntungan semata dekade08,tasrikajuniyati,Capres,Fri Dec 15 04:04:23 +0000 2023,Uliaaidiya Nusron emphasized that the steps to join Prabowo Government are not a form of pragmatism only looking for profit.
744,partai deinginkrat prabowo bersama presiden 6 7 jadi presiden ke 8 ker pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:04:21 +0000 2023,Prabowo's Deinhykrat Party together with President 6 7 became the 8th President of PDEINTHRAGE AGUSYUDHOYONO DEEINKRAT with AHY
745,uliaaanidiya hak asasi digital prabowo gibran ditingkatkan akses internet dioptimalkan dekade08,PPandawa77,Capres,Fri Dec 15 04:04:21 +0000 2023,ULIAAANIDIYA Prabowo Gibran Digital Rights Increased Internet Access Optimized by Decade08
746,uliaaanidiya prabowo gibran siap siap sapa pemilih masih bimbang nih dekade08,yudilasukmasari,Capres,Fri Dec 15 04:04:19 +0000 2023,ULIAAANIDIYA Prabowo Gibran Ready to Sapa Sapa Still Uncertainty
747,prabowo diakui sosok pemimpin berdaulat indonesia owt pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:04:17 +0000 2023,Prabowo is recognized by the figure of Indonesian sovereign leader owt pdeinginkrat agusyudhoyono deinkrat with AHY
748,usai gabung kim elektabilitas deinginkrat prabowo kian meningkat m h pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:04:14 +0000 2023,After joining Kim Electability Deepinkrat Prabowo increasingly increased M H Pdeinginkrat Agusyudhoyono Deinkrat with AHY
749,esty j cayah rabowo bullshit peng peng ujung2nya,BPrabowo453807,Capres,Fri Dec 15 04:04:14 +0000 2023,ESTY J CAYAH RABOWO BULLSHIT PENG PEN
750,imih6mei okowi inietweets ordanmihaf engkeldodo lextham878 bby6mei bbynfam igifeeder aden wijaya008 ojeoz tak bahwa majunya pak prabowo sebagai calon presiden iyalah mengabdikan memberikan terbaik untuk bangsa,GarudaNegaraku,Capres,Fri Dec 15 04:04:08 +0000 2023,Imih6mei Okowi Inietsweets Ordanmihaf crankodo lextham878 bby6mei bbynfam igifeeder aden wijaya008 ojeoz did not be that the advancement
751,prabowo jum atan dimanaaaaaa,covntreau,Capres,Fri Dec 15 04:03:59 +0000 2023,Prabowo jum or whereaaaaaa
752,setuju pendapat bapak eddy soeparno prabowo memang terlihat tegas sepertinya mempertahankan program program baik pemerintahan sebelumnya,sultan470211,Capres,Fri Dec 15 04:03:59 +0000 2023,Agreeing the opinion of Mr. Eddy Soeparno Prabowo indeed looks firm seems to maintain a good program of the previous government program
754,angsayangsujud 9propaganda jengcute16 lextham878 embayung071 gnasbowo inietweets poklela7 engkeldodo 4p4b0w0 2024 negara jangan coba2 pilih pasti2,Kaum__Jelata,Capres,Fri Dec 15 04:03:53 +0000 2023,Angsayangsunju 9Propaganda Jengcute16 Lextham878 Embayung071 Gnasbowo Inweets Poklela7 Engkodo 4P4B0W0 2024 Country Don't Try Select Sure
755,ahy instruksikan seluruh kader deinginkrat menangkan prabowo pilpres 2024 joy agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:53 +0000 2023,AHY instructed all Cadres to win Prabowo Prabowo 2024 Presidential Election Joy Agusyudhoyono PDEINTHKRAT DEEINKRAT with AHY
757,inisiatif prabowo industri nasional diharapkan mampu memperluas jangkauan ekspor 17program prioritaspragibs,KevinSaputt,Capres,Fri Dec 15 04:03:48 +0000 2023,Prabowo National Industry initiative is expected to be able to expand the export range of 17 priority programs
758,prabowo gibran memberikan harapan baru program pemberdayaan ekonomi masyarakat mengurangi kesenjangan sosial 17program prioritaspragibs,oktadwia3,Capres,Fri Dec 15 04:03:46 +0000 2023,Prabowo Gibran provides new hopes for the community's economic empowerment program to reduce social inequality 17 priority programs of priority
759,membangun sistem administrasi adaptif prabowo gibran berkomitmen meningkatkan kinerja negara 17program prioritaspragibs,marinsawarna,Capres,Fri Dec 15 04:03:42 +0000 2023,Building Prabowo Gibran's Adaptive Adaptive Administrative System is committed to improving the State Performance 17 Priority Program Priority
760,ahy instruksikan kader deinginkrat menangkan prabowo pilpres 2024 ij pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:41 +0000 2023,AHY Instructing Cadre Deepinkrat Winning Prabowo Presidential Election 2024 IJ PDEINTING AGUSYUDHOYONO DEEINT
761,ko68815124 dy asmara1701 rabowo prestasi wowo gebrak meja joged melet2 tantrum,RXKing1977,Capres,Fri Dec 15 04:03:39 +0000 2023,ko68815124 at Asmara 1701 Prabowo Achievement Wowo Gebrak Table Jogging Tantrum
762,eraloebss erindra rabowo hipokrit kalah dipilpres malah jadi menteri gila jabatan,OrangAwak17,Capres,Fri Dec 15 04:03:39 +0000 2023,Heraloebss Gerindra Prabowo Hipokrit Lose in the Presidential Election instead became a Crazy Minister for Position
763,ahy instruksikan kader deinginkrat rapatkan barisan menangkan prabowo rel agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:38 +0000 2023,AHY instructed the cadre deintikrat to close the ranks to win Prabowo Rail Agusyudhoyono PDEINTAKRAT DEEINKRAT with AHY
764,artaisocmed rabowo uhukkkkkkk dikasih duit berapa info dong,kumis_miow,Capres,Fri Dec 15 04:03:36 +0000 2023,Partaisocmed Prabowo Uhu Kkkkkkk is given money how much info please
765,gaya kampanye joget geinginy capres noinginr urut 2 prabowo subianto ramai disebut sebut mirip bongbong marcos siapa,kompascom,Capres,Fri Dec 15 04:03:35 +0000 2023,The style of the Joget Campaign Geiny Candidate Noiningr sequence 2 Prabowo Subianto is crowned called Bongbong Marcos who
766,ahy ajak seluruh kader partai deinginkrat menangkan prabowo pilpres 2024 upj pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:35 +0000 2023,AHY invites all deinkrat Party cadres to win Prabowo Presidential Election 2024 UPJ PDEINTHKRAT AGUSYUDHOYONO DEEINTKRAT with AHY
768,pakai strategi serangan darat udara deinginkrat jakarta kerja keras menangkan prabowo t agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:33 +0000 2023,Use the DEINKKRAT Jakarta Air Attack Strategy to Work Hard Winning Prabowo T Agusyudhoyono PDEINT
769,haves1305 mas chaves mas chaves pendukung prabowo bukan barisan fanatik mas jadi kalau prabowo gabung alasan persatuan bangsa tepat lebih tepat prabowo gabung meninggalkan pendukungnya dibelakang,Vanzant95228825,Capres,Fri Dec 15 04:03:32 +0000 2023,"Haves1305 Mas Chaves Mas Chaves Prabowo supporters are not fanatical ranks, so if Prabowo joins the reasons for the unity of the nation, the right is more precisely Prabowo joined leaving his supporters behind"
770,ahy minta kader panaskan mesin partai menangkan prabowo pilpres 2024 odd pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:24 +0000 2023,AHY asked the party cadre to heat the party to win Prabowo Prabowo 2024 PDEINTRABRAT PDEINTHRAGE AGUSYUDHOYONO DEEINKRAT with AHY
771,nggaputraf niesbaswedan akiminow didukung ijtima ulama rawan kalah prabowo 2x kalah mulu,de_nada98,Capres,Fri Dec 15 04:03:22 +0000 2023,Nggaputraf niesbaswedan akiminow supported by ijtima ulama prone to losing Prabowo 2x losing mulu
772,imih6mei okowi inietweets ordanmihaf engkeldodo lextham878 bby6mei bbynfam igifeeder aden wijaya008 ojeoz pak prabowo emg menjunjung tinggi kedamaian ketulusan utk rakyatnya,syakiraaq,Capres,Fri Dec 15 04:03:21 +0000 2023,Imih6mei Okowi Inietsweets Ordanmihaf Engkeldodo Lextham878 BBY6Mei BBYNFAM IGIFEEDER ADEN WIJAYA008 Ojeoz Pak Prabowo EMG Upholding the peace of sincerity for the people
773,deinginkrat sumbar tegak lurus instruksi ahy siap menangkan prabowo pilpres 2024 kyz agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:20 +0000 2023,DEEINKRAT SUMBAR is perpendicular
774,nilai prabowo miliki karakteristik kuat pemimpin ahy beliau pantang menyerah evg pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:18 +0000 2023,"Prabowo's value has a strong characteristic of AHY leader, he never gives up EVG PDEINTABRAT AGUSYUDHOYONO DEEINTKRAT with AHY"
776,asbil lbs prabowo cukup diam ga perlu debat ga perlu keliling keliling kampanye cukup duduk sekali sekali joget joget dipastikan menang ada tuh sekarang keliling jawa tengah buat bagi blt bansos,24gonggong,Capres,Fri Dec 15 04:03:17 +0000 2023,"Asbil LBS Prabowo is quite silent, no need to debate, no need to go around the campaign, just sitting once in a dancing danc"
777,bung dearmando61 udimandjatmiko sangat jenius bikin tebakan pendukung prabowo,Anaksemut4,Capres,Fri Dec 15 04:03:16 +0000 2023,Adearmando61 Flower Budimandjatmiko is very genius making Prabowo's supporters
778,ahy ngaku tak masalah siapapun cawapres prabowo fokus kemenangan nyang agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:16 +0000 2023,AHY admitted that no problem anyone Prabowo vice president focused on the victory of Nyang Agusyudhoyono PDEINTHKRAT with AHY
779,titip agenda prabowo ahy esensi perubahan perbaikan kita perjuangkan rga pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:14 +0000 2023,entrust the agenda of Prabowo AHY the essence of our changes in the improvement of PDEINTAKRAT AGUSYUDHOYONO DEEINKRAT with AHY
781,eciliasuwanda1 yaiibubu okowi padahal rabowo nyindir okowi tuuu ditanya pak gamjar kelabakan jokowi lgsg turun tangandi jateng,editya77,Capres,Fri Dec 15 04:03:12 +0000 2023,"Eciliasuwanda1 Nyiibubu Jokowi Even though Prabowo Nyarintir Jokowi Tuuu was asked by Mr. Gamjar, Jokowi Lgsg was descended."
782,ahy minta kader panaskan mesin partai menangkan prabowo pilpres 2024 jla agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:11 +0000 2023,AHY asked the party cadre to heat the party to win the 2024 presidential election JLA Agusyudhoyono PDEINTHKRAT with AHY
783,pesan prabowo buat taruna taruni akmil jangan lupa belajar prestasi senior dekade08,rendyfhrzaa,Capres,Fri Dec 15 04:03:06 +0000 2023,Prabowo's message for Taruna Taruni Akmil don't forget to learn senior decade08 achievements
784,komitmen dukung prabowo ahy pastikan hadiri pertemuan ketum kim nun agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:05 +0000 2023,Commitment to Support Prabowo AHY Ensure to attend the Kim Nun Agusyudhoyono meeting
785,elektabilitas kian meningkat ahy optimis prabowo gibran menang pilpres 2024 w v agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:03:00 +0000 2023,Electability is increasing AHY Optimistic Prabowo Gibran won the Presidential Election 2024 W V Agusyudhoyono PDEINTING DEEINKRAT with AHY
786,ahy prabowo gibran menang deinginkrat masuk ke pemerintahan ayd pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:58 +0000 2023,AHY Prabowo Gibran won Deinternkrat into the Ayd Pdeinginkrat Agusyudhoyono government with AHY
787,sby pak prabowo tak sendirian deinginkrat terus bersama lwn agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:55 +0000 2023,"SBY Pak Prabowo is not alone, Deepingkrat continues with LWN Agusyudhoyono PDEINTHKRAT with AHY"
788,artaisocmed niesbaswedan rabowo lho med kok diem bae gimana kelanjutannya editan apa bukan videonya klo masalah diselesaikan bukan ditinggalkan begini aja med lemed ga tanggung jawab,kingsuropati11,Capres,Fri Dec 15 04:02:53 +0000 2023,"Partaisocmed Anies Baswedan Prabowo you know, how come you are all the edits of the edits, if the problem is not the video is resolved, not just abandoned this med, not responsibility"
789,hasil survei prabowo gibran inginncer ahy yakin menang putaran pertama hva pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:53 +0000 2023,Prabowo Gibran's survey results want to be sure to win the first round of HVA PDEINTAGRY AGUSYUDHOYONO DEEINTKRAT with AHY
790,imih6mei bby6mei bbynfam engkeldodo lextham878 tobing2903 osephrosario igifeeder aden wijaya008 ojeoz h sitie pesan pak prabowo harus terus lakukan,GarudaNegaraku,Capres,Fri Dec 15 04:02:52 +0000 2023,Imih6Mei BBY6MEI BBYNFAM EKELDODO LEXTHAM878 TOBING2903 OSEPHROSARIO IGIFEEDER ADEN WIJAYA008 OJEOZ H SITIE MESSAGE PAK Prabowo must continue to do
791,ahy prabowo pemimpin pemersatu bangsa sp pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:50 +0000 2023,AHY Prabowo Leader of Unifying the Nation of the SP PD EINTING AGUS YUDHOYONO DEEINKKRAT with AHY
792,elektabilitas tembus 45 persen ahy prabowo menang satu putaran ze agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:48 +0000 2023,Electability Translucent 45 percent AHY Prabowo won one round of Ze Agusyudhoyono PDEINTHKRAT DEEINKRAT with AHY
793,inietweets otakmu ngaur bro ada bukti memberatkan penyidik kpk bicara prabowo diadilin penculikan menghilangkan aktivis 13 orang sekarang kembali mana paling berat,JuneslyPan69244,Capres,Fri Dec 15 04:02:46 +0000 2023,"This is the metal of your brain, bro."
794,hemit is back hemith 01 pendukung pemilih beda 2019 anak 11 thn pendukung prabowo yang 6 thn pendukung jokowi tp jelas mrk bukan pemilih krn blm cukup umur jd saja harun emang pendukung prabowo itu,Kang_eNeS,Capres,Fri Dec 15 04:02:44 +0000 2023,hemit is back hemith 01 supporters of voter different 2019 children 11 years prabowo supporters who are 6 years supporting Jokowi but clearly they are not voters because they haven't been old enough to be prabowo supporters
796,imberley 2024 nama prabowo subianto usia 72 tahun jabatan mentri pertahanan republik indonesia kelakuan anak tk 4 tahun awokwokwok gambar diambil debat resmi kpu,TraderDhan27089,Capres,Fri Dec 15 04:02:34 +0000 2023,Kimberley 2024 Name Prabowo Subianto Age 72 Years Position of the Minister of Defense of the Republic of Indonesia Supported Kindergarten Children 4 Years Awokwokwok Picture taken by KPU Official Debate
797,uliaaanidiya billy mambrasar puji sikap prabowo soal isu ham papua keren dekade08,novilahamidah16,Capres,Fri Dec 15 04:02:33 +0000 2023,ULIAAANIDIYA BILLY MAMBRASAR Praise Prabowo's attitude about the issue of Human Rights Papua Cool Decade08
798,alar politik artaisocmed niesbaswedan rabowo ompascom dlu ga gini dah akun,Fajrialfarsy,Capres,Fri Dec 15 04:02:32 +0000 2023,Alar Politics Artaisocmed niesbaswedan Rabowo Ompascom doesn't have an account
800,uliaaanidiya event hari asik banget prabowo sby djoko suyanto sama sutanto alumni akabri 1970 1973 dekade08,AAdevicha2,Capres,Fri Dec 15 04:02:30 +0000 2023,ULIAAANIDIYA EVENT Very cool day Prabowo SBY Djoko Suyanto and Sutanto alumni of AKABRI 1970 1973 Decade08
801,altiwest elu kan bukan pendukung pak jokowi tp pembenci pak prabowo jadi buzzer mendukung pak jokowi beda pendukung pak jokowi mmg suka sama pak jokowi,danzcow2,Capres,Fri Dec 15 04:02:30 +0000 2023,"Altiwest, you are not a supporter of Mr. Jokowi, but the hater of Pak Prabowo is a buzzer supporting Mr. Jokowi, different supporters of Mr. Jokowi like Mr. Jokowi"
802,9propaganda niesbaswedan rabowo prabowo dulu bukanlah prabowo sekarang peristiwa 2019 ia lupakan saja jabatan menhan kini telah mendapatkan sosok pengganti prabowo lebih cerdas berpihak rakyat,soleh_cahyono,Capres,Fri Dec 15 04:02:25 +0000 2023,Propaganda @aniesbaswedan Prabowo Prabowo used to be not Prabowo now that the 2019 incident he forgot the position of Defense Minister has now got a replacement figure Prabowo is smarter in favor of the people
803,ahy tegaskan deinginkrat siap kampanye bareng prabowo gibran yvx agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:25 +0000 2023,AHY emphasizes Deepinkrat ready to campaign with Prabowo Gibran YVX Agusyudhoyono PDEINTING DEEINT
804,dri 7i llykoro bahasa template gibran prabowo tidak argumentasi dipakai oleh buzzer nya,ned_cromagnon,Capres,Fri Dec 15 04:02:24 +0000 2023,Dri 7i Llykoro Template Language Gibran Prabowo is not argumentation used by its buzzer
805,uliaaanidiya prabowo pesan taruna taruni akmil prestasi senior bahan bakar semangat kalian dekade08,dewi_agustikaa,Capres,Fri Dec 15 04:02:24 +0000 2023,ULIAAANIDIYA Prabowo Order Taruna Taruna Akmil Senior Achievement Fuel Your Spirit Decade08
806,ndre rosiade tegakkan tegakkan ham mulu lah gimana pak prabowo aja pelanggar ham berat sampe ditolak negara negara asing knak2 menolak lupa,SuciPermaaat,Capres,Fri Dec 15 04:02:23 +0000 2023,"Andre Rosiade upholds the human rights up, how about Prabowo, the violators of heavy human rights have been rejected by foreign countries, they refused to forget"
807,sby instruksikan kader deinginkrat menangkan prabowo gibran tfc agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:20 +0000 2023,SBY Instructs Cadres Deinkrat Winning Prabowo Gibran TFC Agusyudhoyono PDEINT
808,lrhn parah ni prabowo,pisanell0,Capres,Fri Dec 15 04:02:19 +0000 2023,LRHN NI Prabowo
809,uliaaanidiya event hari seru abis prabowo sby djoko suyanto sama sutanto alumni akabri 1970 1973 dekade08,NazwaCantikaa,Capres,Fri Dec 15 04:02:18 +0000 2023,ULIAAANIDIYA Event Exciting Day Abis Prabowo SBY Djoko Suyanto and Sutanto Alumni Akabri 1970 1973 Decade08
811,imih6mei bby6mei bbynfam engkeldodo lextham878 tobing2903 osephrosario igifeeder aden wijaya008 ojeoz h sitie pak prabowo emg paling tulus sih jd makn yakin all in prabowo gibran,syakiraaq,Capres,Fri Dec 15 04:02:12 +0000 2023,Imih6Mei Bby6Mei BBYNFAM EKELDODO LEXTHAM878 Tobing2903 OSEPHROSARIO IGIFEEDER ADEN WIJAYA008 OJEOZ H SITIE PAK PRABOWO EMG MOST SUMA
812,ndre rosiade prabowo kebanyakan dalam rumah makanya gak tau masalah immmmma menolak lupa,bellaoktavv,Capres,Fri Dec 15 04:02:12 +0000 2023,"Andre Rosiade Prabowo is mostly in the house, so I don't know the problem of IMMMMMA refusing to forget"
814,prabowo nih nampak banyak einginsi masa debat and tryin to be personal kata rakyat hukum kalau salah tadbir lah apa lah tak jawab pon apa calon tanya,hoikolhokim,Capres,Fri Dec 15 04:02:09 +0000 2023,"Prabowo, it appears a lot of debate and tryin to be personal, the word of the people of law if wrong tadbir is anything not answering pon or what candidate asks"
815,ahy prabowo pemimpin memperhatikan rakyat kecil zxy pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:08 +0000 2023,AHY Prabowo The leader pays attention to the small people of Zxy PDEINTAKRAT AGUSYUDHOYONO DEEINKKRAT with AHY
816,adik prabowo sebut korupsi kemenhan sangat gila,jevs_07yahoocom,Capres,Fri Dec 15 04:02:06 +0000 2023,Prabowo's sister said that the Corruption of the Ministry of Defense was very crazy
817,bersama pak rabowo mas gusyudhoyono silaturahmi kyai ulama amp santri ponpes miftahul huda tasikmalaya hfn agusyudhoyono pdeinginkrat deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:06 +0000 2023,Together with Pak Rabowo Mas Gusyudhoyono Silaturahmi Kyai Ulama Amp Santri Ponpes Miftahul Huda Tasikmalaya HFN Agusyudhoyono PDEINTING DEEINKRAT with AHY
818,ribunnews sdhlah sdh berlalu bukti termakan ego sendiri pak prabowo jg ndk permasalahkan ko skrg jalani kontestasi nya dgn baik,Erick374584,Capres,Fri Dec 15 04:02:01 +0000 2023,"RIBUNNEWS has already passed the evidence of consumed by the ego itself, Mr. Prabowo, too, the problem is now."
819,elektabilitas prabowo gibran selalu unggul ahy jangan kita merasa menang sxh pdeinginkrat agusyudhoyono deinginkrat bareng ahy,APhontiP,Capres,Fri Dec 15 04:02:01 +0000 2023,"Prabowo Gibran's electability is always superior to AHY, don't feel we won SXH PDEINTAHKRAT AGUSYUDHOYONO DEEINKRAT with AHY"
820,oroshalangid jir strikernya prabowo,damajendra,Capres,Fri Dec 15 04:01:55 +0000 2023,Oroshalangid Jir Prabowo's striker
821,engkeldodo 2019 emank pemilu paling ngeri2 sedap cebong kampret bertebaran dimana2 hasil pemilu jg ditolakkan deingin besar2an nah aku rasa pak jokowi tuh ngajak prabowo lebih calm n down tetep terjalin persatuan kesatuan mau mengakhiri cebong kampret berhasil,Defin79695427,Capres,Fri Dec 15 04:01:53 +0000 2023,"EMKANKE 2019 EMKAN ELECTION Most horrified delicious tadpole shucks where the results of the election are also reinforced, I think Pak Jokowi invites Prabowo more and more about the unity of the unity to end the tadpole successfully succeeded"
822,ivacoid org2 ingindel kya gini udh pendukung prabowo ganjar gpp sih silahkan,precioussh10508,Capres,Fri Dec 15 04:01:53 +0000 2023,ivacoid org2 ingindel kya gini already supports prabowo ganjar gpp please
823,ki23 sya ko malah kasian sma jokowi sdh jadi timses nya penculik 9 thn lama nya menghina menfitnah dn memaki sampe pendukung prabowo ngroyok pendukung jokowi sampe otak nya geser jadi lah ade armando skarang,handayani_44277,Capres,Fri Dec 15 04:01:47 +0000 2023,"Ki23 I even poor high school Jokowi has been the 9 year old kidnapper, insulting to slander and cursed until Prabowo's supporters were supporters"
824,artaisocmed niesbaswedan rabowo jangan bilang kalo gibran berdiri dr kursi ngangkat tangan editan jga tum,charisafandi17,Capres,Fri Dec 15 04:01:42 +0000 2023,Partaisocmed @aniesbaswedan Prabowo don't say if Gibran stands from a chair lifting editing hands too
825,alasan prabowo tetap ngotot ikut pilpres,jevs_07yahoocom,Capres,Fri Dec 15 04:01:41 +0000 2023,The reason Prabowo is still determined to join the presidential election
826,riveronline 17 9propaganda niesbaswedan rabowo okowi orang licik munafik dukung orang pernah menolongnya aja di lecehkan elo cuma pendukung,hrrsgrt1602,Capres,Fri Dec 15 04:01:39 +0000 2023,Riveronline 17 9Propaganda Niesbaswedan Rabowo Okowi Hypocritical people Support people ever helping him in the harassing you are just a supporter
827,aekalrast umparan alm anak nya pendukung prabowo broanaknya aja umur 15 taun blom dapet hak suara,prblmtcgnis,Capres,Fri Dec 15 04:01:38 +0000 2023,"aekalrast for the late child, his child supports Prabowo, just 15 years old"
828,re inismyname yokback link dong soalnya krang prcaya sma kmampuan dya tngkap klian klian suka ggal mmahami knteks prmasalahn kyk angin ga pnya ktp haha pdhal pnjelasn pa anis mdah diphami ksian bner pa prabowo pnya pndukung kyk gini bkannya mmproinginsikn pa prabowo mlah ngbahas yang ga pnting,jonnwick15,Capres,Fri Dec 15 04:01:38 +0000 2023,"Re Inismyname Yokback Link, the problem is because the fabrication of the high school is the ability to do it, if I like to understand, I understand that the wind is not a KTP, haha."
829,igifeeder rabowo ibran tweet erindra lextham878 engkeldodo entangnegeri quitavee amlogan95 ojeoz aden wijaya008 prabowo gibran memang sangat asik sekali,GarudaNegaraku,Capres,Fri Dec 15 04:01:33 +0000 2023,Igifeeder Rabowo Ibran Tweet Erindra Lextham878 Engkeldodo Entangnegeri Quitavee Amlogan95 Ojeoz Aden Wijaya008 Prabowo Gibran is very cool
831,ukangaduayam niesbaswedan coba kalau ada acara prabowo dilindungi habis an,RizkyRisksky,Capres,Fri Dec 15 04:01:25 +0000 2023,Ukangaduayam Anies Baswedan Try if there is a Prabowo event protected out
832,eraloebss erindra rabowo hipokrit tuh dipilih sama jutaan orang berbalik menghamba lawan,hasansyami,Capres,Fri Dec 15 04:01:23 +0000 2023,Heraloebss Gerindra Prabowo Hipokrit was chosen by millions of people turning against opponents
834,igifeeder rabowo ibran tweet erindra lextham878 engkeldodo entangnegeri quitavee amlogan95 ojeoz aden wijaya008 senang dengar lagunya cocok di bawak tongkrongan,Panjay25,Capres,Fri Dec 15 04:01:21 +0000 2023,igifeeder rabowo ibran tweet erindra lextham878 anceldodo entangnegeri quitavee amlogan95 ojeoz aden wijaya008 is happy
835,artaisocmed niesbaswedan rabowo med med hati nurani ko dilawan buat sekadar dapet cuan pemimpin kocak,PakGuruNubeWin,Capres,Fri Dec 15 04:01:11 +0000 2023,Artaisocmed niesbaswedan Rabowo Med Med's conscience
837,guswal94375009 mfaqiha okowi rabowo kayak bahasa malaikat pencabut nyawa aja bahasanya,Bahlian_Ruqyah,Capres,Fri Dec 15 04:01:08 +0000 2023,Guswal 94375009 Faqiha Jokowi Prabowo like the language of angels of life.
838,igifeeder rabowo ibran tweet erindra lextham878 engkeldodo entangnegeri quitavee amlogan95 ojeoz aden wijaya008 ihiww gemec bgttt wkwkkwkwk bikin inginod,syakiraaq,Capres,Fri Dec 15 04:01:05 +0000 2023,Igifeeder Rabowo Ibran Tweet Erindra Lextham878 Engkeldodo Entangnegeri Quitavee Amlogan95 Ojeoz Aden Wijaya008 Ihiww gemec bgttt wkwkkwkwk makes you want
839,rend netizen artaisocmed rabowo wkkwkw memed jd dubgu gini skr sibuk banget nebar hoax malah,Zee_MZA,Capres,Fri Dec 15 04:01:05 +0000 2023,rend netizen artaisocmed rabowo wkkwkw meed so dubgu like this now very busy with hoaxes instead
840,artaisocmed niesbaswedan rabowo malu bang mending hapus berantas hoax ternyata hoax hadeuh duit duit,bilinggo07,Capres,Fri Dec 15 04:01:05 +0000 2023,Artaisocmed niesbaswedan rabowo embarrassed bang mending to erase hoax
841,ibran gen ibran tweet rabowo kepemimpinan mas gibran sangat pro rakyat jadi ada kata ragu untuk memilih prabowo gibran pemimpin bangsa,GarudaNegaraku,Capres,Fri Dec 15 04:00:58 +0000 2023,Ibran Gen Ibran Tweet Rabowo The leadership of Mas Gibran is very pro -people so there is a word hesitant to choose Prabowo Gibran
842,udimandjatmiko aminnn seinginga menang 1 putarannnn masdar prabowo gibran menang 1 putara luar biasaa,fatimah_nandaa,Capres,Fri Dec 15 04:00:58 +0000 2023,Udimandjatmiko Aminnn Seinginga won 1 round of Masdar Prabowo Gibran Winning 1 Putara Extraordinary
844,roadmap dibangun prabowo gibran mencerminkan komitmen tinggi membawa indonesia melewati tantangan pembangunan 17program prioritaspragibs,pas_Kusnadi,Capres,Fri Dec 15 04:00:51 +0000 2023,The roadmap built by Prabowo Gibran reflects a high commitment to bring Indonesia through the challenges of the development of 17 priority programs
845,uliaaanidiya prabowo gibran targetkan 28 7 pemilih bimbang semangat banget dekade08,CitraApriiani,Capres,Fri Dec 15 04:00:50 +0000 2023,ULIAAANIDIYA Prabowo Gibran Targets 28 7 Voters Hesitated Very Spirit Decade08
